# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,6.18,0.93,-172.5126659891524,0,3.0,-0.09653539372531907,90.0,0.0,0.0
 0.09331007236933166,6.167051200494737,0.9282981702368975,-172.5126659891524,0.279930217107995,3.0,-0.09653539372531907,90.0,-1.8612721796823801,0.0
 0.13234989002344122,6.153947113170268,0.9265928345024892,-172.58532971565185,0.3970496700703237,3.000000000000001,-0.09246820575324251,90.0,-2.3303145113962245,0.0
 0.16256754390296071,6.14068921122257,0.9248840489883013,-172.65574635298765,0.4877026317088822,2.999999999999999,-0.08863210008677891,90.0,-2.657387517191889,0.0
 0.18825764956280105,6.127278967847619,0.9231718698858606,-172.72401491908346,0.5647729486884031,2.999999999999997,-0.08501068767017378,90.0,-2.901577945113774,0.0
 0.2110775584912214,6.1137178562413945,0.9214563533866935,-172.79022866353966,0.6332326754736641,3.0,-0.08158895983750139,90.0,-3.089296493071335,0.0
 0.2318741432603314,6.100007349599871,0.9197375556823265,-172.85447547993473,0.6956224297809942,3.0000000000000027,-0.07835315448192211,90.0,-3.2355144015555757,0.0
 0.2511486064909298,6.086148921119027,0.9180155329642862,-172.9168382832996,0.7534458194727893,2.9999999999999973,-0.07529063673361387,90.0,-3.3498301121114786,7.861005624194341e-13
 0.26922626143047634,6.0721440439948395,0.9162903414240988,-172.97739535617245,0.807678784291429,3.000000000000003,-0.07238979249513575,90.00000000000001,-3.4388850328720686,-8.307562773843985e-13
 0.2863321866001835,6.057994191423285,0.9145620372532911,-173.036220666212,0.8589965598005506,3.000000000000003,-0.06963993283972578,90.0,-3.5075186582388054,0.0
 0.3026296029281587,6.043700836600341,0.9128306766433893,-173.09338415806343,0.9078888087844762,3.0,-0.06703120954807035,90.0,-3.5593912235650107,0.0
 0.31824122309843733,6.029265452721986,0.9110963157859202,-173.14895202188313,0.9547236692953122,3.000000000000007,-0.06455453841730344,90.0,-3.5973493602392943,0.0
 0.33326198237274257,6.014689512984194,0.9093590108724101,-173.20298694064888,0.9997859471182279,3.0,-0.06220153088756375,90.0,-3.623655162510788,0.0
 0.3477670539621406,5.999974490582945,0.9076188180943856,-173.25554831819642,1.0433011618864219,2.999999999999996,-0.0599644326336132,90.0,-3.640137127732294,1.0114438916771092e-12
 0.36181712122947907,5.985121858714215,0.9058757936433732,-173.30669248970335,1.0854513636884373,3.0,-0.05783606789983777,90.00000000000001,-3.648293737950066,-1.0414810789103172e-12
 0.3754619727807627,5.970133090573981,0.9041299937108993,-173.3564729161732,1.1263859183422882,2.999999999999996,-0.05580978977224035,90.0,-3.6493669471339114,0.0
 0.38874302915285097,5.95500965935822,0.9023814744884905,-173.40494036432048,1.1662290874585528,2.9999999999999876,-0.053879435218556114,90.0,-3.644395781005661,0.0
 0.4016951648775061,5.93975303826291,0.9006302921676731,-173.45214307311045,1.2050854946325182,3.0,-0.05203928399016139,90.0,-3.6342563567528865,0.0
 0.4143480518733152,5.924364700484026,0.8988765029399738,-173.49812690810623,1.2430441556199454,2.9999999999999956,-0.050284022223632936,90.0,-3.619692361233637,-1.147969948873251e-12
 0.4267271692266485,5.908846119217548,0.8971201629969191,-173.5429355046289,1.2801815076799452,2.999999999999991,-0.04860870887124327,89.99999999999999,-3.6013386664381373,1.171796734198111e-12
 0.43885457520113846,5.8931987676594515,0.8953613285300354,-173.58661040068844,1.3165637256034153,3.0000000000000138,-0.047008745454939625,90.0,-3.579739897491918,0.0
 0.45074950640673234,5.877424119005714,0.8936000557308491,-173.62919116050304,1.352248519220197,3.000000000000005,-0.04547984842673467,90.0,-3.555365225129576,0.0
 0.46242884910703896,5.861523646452311,0.8918364007908869,-173.67071548939205,1.3872865473211167,2.999999999999986,-0.04401802415522655,90.0,-3.52862028255383,0.0
 0.4739075144446556,5.845498823195222,0.8900704199016751,-173.71121934071903,1.4217225433339666,3.0,-0.04261954650863551,90.0,-3.49985686551525,1.2585749962886896e-12
 0.48519874044001327,5.829351122430424,0.8883021692547405,-173.75073701553896,1.4555962213200395,2.999999999999995,-0.04128093601702899,90.00000000000001,-3.4693808950126175,-1.2784607684263012e-12
 0.49631433746587633,5.813082017353893,0.8865317050416092,-173.78930125549715,1.4889430123976286,2.9999999999999902,-0.03999894086986375,90.0,-3.4374590102440328,-1.2977295177231214e-12
 0.5072648895810313,5.796692981161605,0.8847590834538079,-173.82694332953255,1.5217946687430934,2.999999999999985,-0.038770519094199415,89.99999999999999,-3.4043240618424804,0.0
 0.5180599210266043,5.78018548704954,0.8829843606828631,-173.86369311483102,1.554179763079812,2.9999999999999796,-0.037592824097684656,89.99999999999999,-3.370179724134348,2.669177810270446e-12
 0.5287080349593078,5.763561008213673,0.8812075929203014,-173.89957917250734,1.5861241048779227,2.99999999999999,-0.03646318885272205,90.00000000000001,-3.3352043828380893,-1.3522563145674204e-12
 0.5392170298607278,5.746821017849982,0.8794288363576491,-173.93462881836177,1.6176510895821827,3.0000000000000107,-0.03537911356780671,90.0,-3.29955443731284,0.0
 0.5495939978475097,5.729966989154443,0.8776481471864328,-173.9688681891284,1.6487819935425283,2.9999999999999893,-0.03433825288282483,90.0,-3.263367112178128,0.0
 0.5598454081951527,5.713000395323035,0.875865581598179,-174.00232230451033,1.6795362245854573,3.0,-0.0333384054569866,90.0,-3.2267628662496315,0.0
