# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.77,5.23,0.0983255672544837,0,1.75,0.2160602928677569,90.0,0.0,0.0
 0.13168198405264947,1.7851726044667282,5.230026037806242,0.0983255672544837,0.23044347209213656,1.75,0.2160602928677569,90.0,3.425344713611162,0.0
 0.18693401044364447,1.800576067354109,5.230103352545351,0.2875828037691828,0.3271345182763778,1.7499999999999998,0.20170705282860374,90.0,4.183357299614648,0.0
 0.22980434186337526,1.8162080456308716,5.230230746197897,0.4669247176508128,0.4021575982609067,1.7500000000000002,0.18835951466223985,90.0,4.651665902337622,0.0
 0.26633579537229046,1.8320661962657447,5.230407020744455,0.6368568343010658,0.46608764190150825,1.7499999999999987,0.17592993584114458,90.0,4.950252378403593,0.0
 0.29885773148447775,1.848148176227459,5.230630978165595,0.7978486258907106,0.5230010300978359,1.7499999999999978,0.16433945568449157,90.0,5.134048442245823,0.0
 0.3285590355544665,1.8644516424847426,5.230901420441892,0.950336559783906,0.5749783122203163,1.7499999999999987,0.15351707412763563,90.0,5.234671200434543,0.0
 0.3561424846968333,1.880974252006325,5.231217149553918,1.0947268466181042,0.6232493482194581,1.75,0.14339876056022635,90.0,5.272564135965181,5.482333625760894e-13
 0.3820636629491504,1.897713661760936,5.231576967482244,1.2313979214332318,0.668611410161013,1.749999999999999,0.1339266750660224,90.00000000000001,5.261913972227838,-5.782949657569011e-13
 0.4066373762904072,1.9146675287173047,5.231979676207443,1.3607026870131127,0.7116154085082124,1.749999999999999,0.1250484866199732,90.0,5.213039967519807,0.0
 0.43009161008097796,1.93183350984416,5.232424077710088,1.4829705451709116,0.7526603176417113,1.7500000000000024,0.11671677459872816,90.0,5.133701714231387,0.0
 0.45259753266796077,1.9492092621102317,5.232908973970751,1.5985092385360642,0.7920456821689311,1.7499999999999976,0.10888850310644593,90.0,5.029878183148939,0.0
 0.4742873789020746,1.966792442484249,5.233433166970006,1.7076065229048887,0.8300029130786304,1.7500000000000013,0.10152455782562458,90.0,4.906262120744207,0.0
 0.4952657046053154,1.984580707934941,5.233995458688423,1.8105316876593334,0.8667149830593017,1.75,0.09458933713113381,90.0,4.7665895817014565,6.982849942760423e-13
 0.5156167859427216,2.002571715431037,5.234594651106576,1.907536939938573,0.9023293753997627,1.7499999999999987,0.08805039126771691,90.00000000000001,4.613868294988808,-7.179782357719351e-13
 0.5354096626723668,2.020763121941267,5.235229546205038,1.9988586663481045,0.9369669096766416,1.75,0.08187810281479682,90.0,4.45054098982223,0.0
 0.5547016809395664,2.039152584434359,5.235898945964379,2.0847185844226757,0.9707279416442409,1.7499999999999971,0.07604540281878942,90.0,4.278605279686293,0.0
 0.5735410468454584,2.057737759879044,5.236601652365175,2.165324794853567,1.0036968319795518,1.7499999999999984,0.07052751934130229,90.0,4.099703568087815,0.0
 0.5919687082390688,2.07651630524405,5.237336467387995,2.2408727440204657,1.03594523941837,1.7499999999999925,0.06530175344639919,90.0,3.9151917208723,-7.872587275148685e-13
 0.6100197684795329,2.095485877498106,5.238102193013414,2.3115461056268978,1.0675345948391821,1.7500000000000016,0.060347279523713944,89.99999999999999,3.72619232454749,8.026555571903834e-13
 0.6277245667431189,2.114644133609943,5.238897631222003,2.377517589024334,1.0985179918004577,1.75,0.0556449669659104,90.0,3.533636548965216,0.0
 0.6451095160236838,2.133988730548289,5.239721583994336,2.4389496812040443,1.1289416530414462,1.749999999999997,0.05117722178301436,90.0,3.338297425362505,0.0
 0.6621977619487356,2.153517325281874,5.240572853310984,2.495995328579606,1.1588460834102867,1.7499999999999951,0.04692784321428667,90.0,3.1408165665763668,0.0
 0.6790097069974028,2.173227574779426,5.24145024115252,2.548798564104832,1.1882669872454543,1.7499999999999967,0.04288189643068897,90.0,2.9417258079782744,8.584686867201277e-13
 0.6955634321769386,2.1931171360096755,5.242352549499516,2.597495084683652,1.217236006309642,1.7499999999999967,0.03902559818165644,90.00000000000001,2.741464869402961,-8.712111790485452e-13
 0.7118750395770201,2.213183665941352,5.243278580332546,2.6422127833344686,1.2457813192597844,1.7499999999999898,0.03534621338507664,90.0,2.5403958649781235,-8.835456813608072e-13
 0.7279589331605584,2.233424821543184,5.244227135632181,2.6830722400868376,1.2739281330309764,1.750000000000005,0.03183196240685445,89.99999999999999,2.3388153007971395,0.0
 0.7438280508283501,2.2538382597839015,5.2451970173789935,2.720187175298419,1.301699088949612,1.7500000000000053,0.028471937991647028,89.99999999999999,2.1369640382179527,1.8142280749125833e-12
 0.7594940576680764,2.274421637632233,5.246187027553557,2.7536648685373906,1.329114600919133,1.7499999999999964,0.02525602961669094,90.00000000000001,1.935035617589644,-9.184024510128667e-13
 0.7749675080051585,2.2951726120569087,5.247195968136443,2.783606546066649,1.3561931390090265,1.7499999999999947,0.022174854838639308,90.0,1.733183234503488,0.0
 0.7902579821705027,2.3160888400266577,5.2482226411082245,2.8101077395376324,1.3829514687983788,1.7499999999999944,0.01921969859216404,90.0,1.531525610859356,0.0
 0.8053742026217307,2.3371679785102084,5.249265848449474,2.8332586182980837,1.4094048545880278,1.7500000000000018,0.016382456881459413,90.0,1.3301519547743612,0.0
 0.8203241330842579,2.358407684476291,5.2503243921407625,2.8531442975265553,1.4355672328974505,1.7500000000000018,0.013655586039557691,90.0,1.1291261589144497,0.0
